order_id,order_date,order_time,customer_id,store_id,city,order_type,payment_method,pizza_id,pizza_name,category,size,quantity,unit_price,discount_amount,delivery_minutes
10031,2025-09-24,21:34:00,1352,12,Bilaspur,Dine-in,Card,P007,Peppy Paneer,Veg,L,1,449,22.45,0
10031,2025-09-24,21:34:00,1352,12,Bilaspur,Dine-in,Card,P020,Garlic Bread,Sides,M,1,149,0,0
10031,2025-09-24,21:34:00,1352,12,Bilaspur,Dine-in,Card,P019,Paneer Makhani,Veg,L,1,449,22.45,0
10032,2025-09-17,17:26:00,1168,7,Durg,Takeaway,Card,P007,Peppy Paneer,Veg,L,1,449,0,0
10032,2025-09-17,17:26:00,1168,7,Durg,Takeaway,Card,P019,Paneer Makhani,Veg,L,1,449,22.45,0
10033,2025-07-27,18:00:00,1156,5,Bhilai,Delivery,Cash,P007,Peppy Paneer,Veg,L,1,449,0,60
10033,2025-07-27,18:00:00,1156,5,Bhilai,Delivery,Cash,P012,Veg Extravaganza,Premium Veg,M,1,329,0,36
10033,2025-07-27,18:00:00,1156,5,Bhilai,Delivery,Cash,P008,Chicken Dominator,Chicken,M,1,319,15.95,23
10033,2025-07-27,18:00:00,1156,5,Bhilai,Delivery,Cash,P015,Mexican Green Wave,Veg,L,1,449,0,61
10034,2025-06-08,16:12:00,1076,1,Raipur,Delivery,Wallet,P007,Peppy Paneer,Veg,L,1,449,0,63
10035,2025-12-23,17:25:00,1125,3,Raipur,Takeaway,UPI,P015,Mexican Green Wave,Veg,L,1,449,0,0
10036,2025-04-01,20:44:00,1266,8,Durg,Delivery,Card,P007,Peppy Paneer,Veg,L,1,449,44.9,60
10037,2025-09-29,22:38:00,1163,13,Nagpur,Takeaway,Wallet,P018,Paneer Makhani,Veg,M,1,299,0,0
10037,2025-09-29,22:38:00,1163,13,Nagpur,Takeaway,Wallet,P014,Mexican Green Wave,Veg,M,1,299,14.95,0
10037,2025-09-29,22:38:00,1163,13,Nagpur,Takeaway,Wallet,P008,Chicken Dominator,Chicken,M,1,319,31.9,0
10037,2025-09-29,22:38:00,1163,13,Nagpur,Takeaway,Wallet,P004,Farmhouse,Veg,M,1,299,0,0
10038,2025-05-21,18:45:00,1147,4,Bhilai,Delivery,Cash,P002,Margherita,Classic,M,1,299,0,42
10039,2025-12-22,15:13:00,1033,7,Durg,Delivery,Wallet,P001,Margherita,Classic,S,1,179,0,54
10039,2025-12-22,15:13:00,1033,7,Durg,Delivery,Wallet,P016,Cheese Burst,Specialty,M,1,324,32.4,48
10039,2025-12-22,15:13:00,1033,7,Durg,Delivery,Wallet,P006,Peppy Paneer,Veg,M,1,299,0,40
10039,2025-12-22,15:13:00,1033,7,Durg,Delivery,Wallet,P014,Mexican Green Wave,Veg,M,1,299,14.95,42
10040,2025-08-03,18:47:00,1280,13,Nagpur,Delivery,Card,P003,Margherita,Classic,L,1,449,44.9,64
10040,2025-08-03,18:47:00,1280,13,Nagpur,Delivery,Card,P007,Peppy Paneer,Veg,L,1,449,0,47
10040,2025-08-03,18:47:00,1280,13,Nagpur,Delivery,Card,P001,Margherita,Classic,S,1,179,0,57
10040,2025-08-03,18:47:00,1280,13,Nagpur,Delivery,Card,P005,Farmhouse,Veg,L,1,449,0,43
10041,2025-10-31,18:01:00,1043,11,Bilaspur,Delivery,Wallet,P001,Margherita,Classic,S,1,179,0,47
10041,2025-10-31,18:01:00,1043,11,Bilaspur,Delivery,Wallet,P006,Peppy Paneer,Veg,M,1,299,14.95,39
10042,2025-07-14,16:53:00,1216,5,Bhilai,Takeaway,Wallet,P014,Mexican Green Wave,Veg,M,1,299,0,0
10043,2025-06-29,16:04:00,1400,11,Bilaspur,Delivery,UPI,P003,Margherita,Classic,L,1,449,0,33
10043,2025-06-29,16:04:00,1400,11,Bilaspur,Delivery,UPI,P001,Margherita,Classic,S,1,179,0,48
10044,2025-12-09,14:13:00,1239,12,Bilaspur,Delivery,Cash,P010,Pepper Barbecue Chicken,Chicken,M,1,319,0,28
10044,2025-12-09,14:13:00,1239,12,Bilaspur,Delivery,Cash,P020,Garlic Bread,Sides,M,1,149,7.45,24
10045,2025-10-24,12:19:00,1295,11,Bilaspur,Dine-in,Wallet,P020,Garlic Bread,Sides,M,1,149,0,0
10045,2025-10-24,12:19:00,1295,11,Bilaspur,Dine-in,Wallet,P003,Margherita,Classic,L,1,449,0,0
10045,2025-10-24,12:19:00,1295,11,Bilaspur,Dine-in,Wallet,P010,Pepper Barbecue Chicken,Chicken,M,1,319,15.95,0
10045,2025-10-24,12:19:00,1295,11,Bilaspur,Dine-in,Wallet,P016,Cheese Burst,Specialty,M,1,324,0,0
10046,2025-10-17,20:22:00,1273,7,Durg,Takeaway,UPI,P001,Margherita,Classic,S,1,179,17.9,0
10046,2025-10-17,20:22:00,1273,7,Durg,Takeaway,UPI,P007,Peppy Paneer,Veg,L,1,449,22.45,0
10046,2025-10-17,20:22:00,1273,7,Durg,Takeaway,UPI,P008,Chicken Dominator,Chicken,M,1,319,31.9,0
10047,2025-12-29,15:11:00,1376,9,Durg,Dine-in,Cash,P007,Peppy Paneer,Veg,L,1,449,0,0
10047,2025-12-29,15:11:00,1376,9,Durg,Dine-in,Cash,P016,Cheese Burst,Specialty,M,1,324,0,0
10047,2025-12-29,15:11:00,1376,9,Durg,Dine-in,Cash,P010,Pepper Barbecue Chicken,Chicken,M,1,319,15.95,0
10047,2025-12-29,15:11:00,1376,9,Durg,Dine-in,Cash,P005,Farmhouse,Veg,L,1,449,44.9,0
10048,2025-05-05,20:36:00,1313,11,Bilaspur,Delivery,UPI,P017,Cheese Burst,Specialty,L,1,474,23.7,35
10048,2025-05-05,20:36:00,1313,11,Bilaspur,Delivery,UPI,P003,Margherita,Classic,L,2,449,44.9,53
10048,2025-05-05,20:36:00,1313,11,Bilaspur,Delivery,UPI,P015,Mexican Green Wave,Veg,L,1,449,0,51
10049,2025-04-08,14:46:00,1209,8,Durg,Delivery,Card,P011,Pepper Barbecue Chicken,Chicken,L,1,469,0,43
10049,2025-04-08,14:46:00,1209,8,Durg,Delivery,Card,P008,Chicken Dominator,Chicken,M,1,319,0,37
10049,2025-04-08,14:46:00,1209,8,Durg,Delivery,Card,P015,Mexican Green Wave,Veg,L,1,449,22.45,48
10049,2025-04-08,14:46:00,1209,8,Durg,Delivery,Card,P002,Margherita,Classic,M,1,299,14.95,45
10050,2025-10-09,17:44:00,1233,5,Bhilai,Delivery,Card,P013,Veg Extravaganza,Premium Veg,L,1,479,23.95,25
10051,2025-10-02,22:44:00,1095,4,Bhilai,Delivery,Wallet,P013,Veg Extravaganza,Premium Veg,L,1,479,23.95,24
10051,2025-10-02,22:44:00,1095,4,Bhilai,Delivery,Wallet,P020,Garlic Bread,Sides,M,1,149,0,36
10051,2025-10-02,22:44:00,1095,4,Bhilai,Delivery,Wallet,P009,Chicken Dominator,Chicken,L,1,469,0,41
10052,2025-04-02,17:45:00,1274,3,Raipur,Delivery,UPI,P012,Veg Extravaganza,Premium Veg,M,1,329,32.9,24
10052,2025-04-02,17:45:00,1274,3,Raipur,Delivery,UPI,P002,Margherita,Classic,M,1,299,0,54
10052,2025-04-02,17:45:00,1274,3,Raipur,Delivery,UPI,P018,Paneer Makhani,Veg,M,1,299,14.95,48
10053,2025-09-03,18:11:00,1027,5,Bhilai,Dine-in,Wallet,P016,Cheese Burst,Specialty,M,1,324,32.4,0
10054,2025-09-09,13:40:00,1352,1,Raipur,Delivery,Cash,P020,Garlic Bread,Sides,M,1,149,0,53
10055,2025-08-02,19:50:00,1317,4,Bhilai,Takeaway,Wallet,P019,Paneer Makhani,Veg,L,1,449,0,0
10055,2025-08-02,19:50:00,1317,4,Bhilai,Takeaway,Wallet,P005,Farmhouse,Veg,L,1,449,0,0
10055,2025-08-02,19:50:00,1317,4,Bhilai,Takeaway,Wallet,P010,Pepper Barbecue Chicken,Chicken,M,1,319,0,0
10055,2025-08-02,19:50:00,1317,4,Bhilai,Takeaway,Wallet,P007,Peppy Paneer,Veg,L,1,449,0,0
10056,2025-05-16,19:10:00,1123,3,Raipur,Delivery,Card,P006,Peppy Paneer,Veg,M,1,299,29.9,36
10057,2025-01-17,16:45:00,1145,12,Bilaspur,Takeaway,UPI,P019,Paneer Makhani,Veg,L,1,449,0,0
10057,2025-01-17,16:45:00,1145,12,Bilaspur,Takeaway,UPI,P015,Mexican Green Wave,Veg,L,1,449,44.9,0
10058,2025-02-28,18:41:00,1077,15,Nagpur,Delivery,Card,P001,Margherita,Classic,S,1,179,8.95,56
10059,2025-10-19,21:28:00,1064,8,Durg,Takeaway,Wallet,P008,Chicken Dominator,Chicken,M,2,319,0,0
10059,2025-10-19,21:28:00,1064,8,Durg,Takeaway,Wallet,P002,Margherita,Classic,M,1,299,29.9,0
10060,2025-06-15,19:01:00,1047,4,Bhilai,Dine-in,UPI,P010,Pepper Barbecue Chicken,Chicken,M,1,319,31.9,0
10060,2025-06-15,19:01:00,1047,4,Bhilai,Dine-in,UPI,P014,Mexican Green Wave,Veg,M,1,299,14.95,0
10060,2025-06-15,19:01:00,1047,4,Bhilai,Dine-in,UPI,P003,Margherita,Classic,L,1,449,0,0
10061,2025-10-27,18:52:00,1252,2,Raipur,Delivery,Wallet,P005,Farmhouse,Veg,L,1,449,44.9,62
10061,2025-10-27,18:52:00,1252,2,Raipur,Delivery,Wallet,P002,Margherita,Classic,M,1,299,29.9,36
10061,2025-10-27,18:52:00,1252,2,Raipur,Delivery,Wallet,P003,Margherita,Classic,L,1,449,44.9,53
10062,2025-01-19,18:20:00,1130,6,Bhilai,Delivery,Wallet,P011,Pepper Barbecue Chicken,Chicken,L,1,469,46.9,44
10063,2025-01-28,15:23:00,1319,13,Nagpur,Delivery,Wallet,P003,Margherita,Classic,L,1,449,0,36
10064,2025-08-13,21:31:00,1063,1,Raipur,Dine-in,Card,P005,Farmhouse,Veg,L,1,449,44.9,0
10064,2025-08-13,21:31:00,1063,1,Raipur,Dine-in,Card,P001,Margherita,Classic,S,1,179,0,0
10065,2025-04-26,22:58:00,1059,8,Durg,Dine-in,Card,P019,Paneer Makhani,Veg,L,1,449,44.9,0
10065,2025-04-26,22:58:00,1059,8,Durg,Dine-in,Card,P005,Farmhouse,Veg,L,1,449,44.9,0
10065,2025-04-26,22:58:00,1059,8,Durg,Dine-in,Card,P013,Veg Extravaganza,Premium Veg,L,1,479,0,0
10065,2025-04-26,22:58:00,1059,8,Durg,Dine-in,Card,P007,Peppy Paneer,Veg,L,1,449,44.9,0
10066,2025-10-10,15:12:00,1307,9,Durg,Takeaway,Card,P004,Farmhouse,Veg,M,1,299,29.9,0
10067,2025-06-24,22:32:00,1137,14,Nagpur,Delivery,Cash,P017,Cheese Burst,Specialty,L,1,474,47.4,47
10067,2025-06-24,22:32:00,1137,14,Nagpur,Delivery,Cash,P007,Peppy Paneer,Veg,L,1,449,22.45,30
10067,2025-06-24,22:32:00,1137,14,Nagpur,Delivery,Cash,P008,Chicken Dominator,Chicken,M,1,319,0,54
10067,2025-06-24,22:32:00,1137,14,Nagpur,Delivery,Cash,P005,Farmhouse,Veg,L,1,449,44.9,32
10068,2025-07-30,12:47:00,1243,12,Bilaspur,Dine-in,Wallet,P020,Garlic Bread,Sides,M,1,149,0,0
10068,2025-07-30,12:47:00,1243,12,Bilaspur,Dine-in,Wallet,P015,Mexican Green Wave,Veg,L,1,449,0,0
10068,2025-07-30,12:47:00,1243,12,Bilaspur,Dine-in,Wallet,P011,Pepper Barbecue Chicken,Chicken,L,1,469,23.45,0
10068,2025-07-30,12:47:00,1243,12,Bilaspur,Dine-in,Wallet,P003,Margherita,Classic,L,1,449,0,0
10069,2025-08-14,14:58:00,1234,1,Raipur,Takeaway,Wallet,P002,Margherita,Classic,M,1,299,14.95,0
10069,2025-08-14,14:58:00,1234,1,Raipur,Takeaway,Wallet,P015,Mexican Green Wave,Veg,L,1,449,22.45,0
10070,2025-11-16,19:41:00,1042,14,Nagpur,Delivery,Wallet,P011,Pepper Barbecue Chicken,Chicken,L,1,469,0,57
10070,2025-11-16,19:41:00,1042,14,Nagpur,Delivery,Wallet,P018,Paneer Makhani,Veg,M,1,299,0,33
10070,2025-11-16,19:41:00,1042,14,Nagpur,Delivery,Wallet,P008,Chicken Dominator,Chicken,M,1,319,15.95,32
10071,2025-02-16,18:06:00,1390,11,Bilaspur,Takeaway,UPI,P003,Margherita,Classic,L,1,449,0,0
10071,2025-02-16,18:06:00,1390,11,Bilaspur,Takeaway,UPI,P005,Farmhouse,Veg,L,2,449,44.9,0
10071,2025-02-16,18:06:00,1390,11,Bilaspur,Takeaway,UPI,P001,Margherita,Classic,S,1,179,8.95,0
10072,2025-07-11,18:15:00,1272,7,Durg,Delivery,Card,P003,Margherita,Classic,L,1,449,44.9,57
10072,2025-07-11,18:15:00,1272,7,Durg,Delivery,Card,P010,Pepper Barbecue Chicken,Chicken,M,1,319,0,49
10073,2025-10-26,15:29:00,1327,5,Bhilai,Delivery,UPI,P018,Paneer Makhani,Veg,M,1,299,14.95,55
10073,2025-10-26,15:29:00,1327,5,Bhilai,Delivery,UPI,P012,Veg Extravaganza,Premium Veg,M,1,329,16.45,58
10073,2025-10-26,15:29:00,1327,5,Bhilai,Delivery,UPI,P003,Margherita,Classic,L,1,449,44.9,62
10073,2025-10-26,15:29:00,1327,5,Bhilai,Delivery,UPI,P007,Peppy Paneer,Veg,L,1,449,22.45,47
10074,2025-06-04,15:24:00,1437,8,Durg,Delivery,Wallet,P010,Pepper Barbecue Chicken,Chicken,M,1,319,31.9,35
10074,2025-06-04,15:24:00,1437,8,Durg,Delivery,Wallet,P020,Garlic Bread,Sides,M,1,149,0,54
10074,2025-06-04,15:24:00,1437,8,Durg,Delivery,Wallet,P005,Farmhouse,Veg,L,1,449,0,56
10075,2025-09-12,21:57:00,1147,13,Nagpur,Takeaway,Cash,P011,Pepper Barbecue Chicken,Chicken,L,2,469,0,0
10076,2025-11-18,14:40:00,1331,1,Raipur,Delivery,Wallet,P010,Pepper Barbecue Chicken,Chicken,M,1,319,0,23
10077,2025-06-01,17:26:00,1090,4,Bhilai,Delivery,Cash,P016,Cheese Burst,Specialty,M,2,324,64.8,36
10077,2025-06-01,17:26:00,1090,4,Bhilai,Delivery,Cash,P004,Farmhouse,Veg,M,1,299,14.95,25
10078,2025-08-28,22:09:00,1387,4,Bhilai,Takeaway,Wallet,P002,Margherita,Classic,M,1,299,0,0
10078,2025-08-28,22:09:00,1387,4,Bhilai,Takeaway,Wallet,P006,Peppy Paneer,Veg,M,1,299,29.9,0
10078,2025-08-28,22:09:00,1387,4,Bhilai,Takeaway,Wallet,P004,Farmhouse,Veg,M,1,299,14.95,0
10079,2025-12-11,20:16:00,1300,7,Durg,Takeaway,Cash,P012,Veg Extravaganza,Premium Veg,M,1,329,32.9,0
10080,2025-01-13,19:35:00,1168,15,Nagpur,Delivery,UPI,P019,Paneer Makhani,Veg,L,1,449,0,37
10080,2025-01-13,19:35:00,1168,15,Nagpur,Delivery,UPI,P005,Farmhouse,Veg,L,1,449,44.9,25
10080,2025-01-13,19:35:00,1168,15,Nagpur,Delivery,UPI,P006,Peppy Paneer,Veg,M,1,299,0,33
10080,2025-01-13,19:35:00,1168,15,Nagpur,Delivery,UPI,P002,Margherita,Classic,M,1,299,0,42
10081,2025-08-21,17:47:00,1357,9,Durg,Delivery,Card,P011,Pepper Barbecue Chicken,Chicken,L,1,469,23.45,20
10081,2025-08-21,17:47:00,1357,9,Durg,Delivery,Card,P016,Cheese Burst,Specialty,M,1,324,16.2,31
10081,2025-08-21,17:47:00,1357,9,Durg,Delivery,Card,P010,Pepper Barbecue Chicken,Chicken,M,1,319,31.9,46
10081,2025-08-21,17:47:00,1357,9,Durg,Delivery,Card,P019,Paneer Makhani,Veg,L,1,449,0,41
10082,2025-02-20,22:23:00,1279,15,Nagpur,Dine-in,Cash,P006,Peppy Paneer,Veg,M,1,299,0,0
10083,2025-03-04,22:52:00,1233,2,Raipur,Takeaway,UPI,P015,Mexican Green Wave,Veg,L,1,449,0,0
10084,2025-03-06,20:13:00,1036,14,Nagpur,Takeaway,Card,P016,Cheese Burst,Specialty,M,1,324,0,0
10084,2025-03-06,20:13:00,1036,14,Nagpur,Takeaway,Card,P004,Farmhouse,Veg,M,1,299,0,0
10085,2025-05-22,21:09:00,1067,9,Durg,Delivery,Card,P011,Pepper Barbecue Chicken,Chicken,L,1,469,0,26
10086,2025-01-08,17:50:00,1122,10,Bilaspur,Delivery,Card,P001,Margherita,Classic,S,1,179,0,48
10086,2025-01-08,17:50:00,1122,10,Bilaspur,Delivery,Card,P014,Mexican Green Wave,Veg,M,1,299,29.9,41
10086,2025-01-08,17:50:00,1122,10,Bilaspur,Delivery,Card,P009,Chicken Dominator,Chicken,L,1,469,0,46
10087,2025-09-15,16:39:00,1023,12,Bilaspur,Takeaway,Cash,P011,Pepper Barbecue Chicken,Chicken,L,1,469,46.9,0
10087,2025-09-15,16:39:00,1023,12,Bilaspur,Takeaway,Cash,P001,Margherita,Classic,S,1,179,0,0
10087,2025-09-15,16:39:00,1023,12,Bilaspur,Takeaway,Cash,P020,Garlic Bread,Sides,M,1,149,14.9,0
10087,2025-09-15,16:39:00,1023,12,Bilaspur,Takeaway,Cash,P017,Cheese Burst,Specialty,L,1,474,47.4,0
10088,2025-02-07,21:20:00,1312,3,Raipur,Delivery,Cash,P006,Peppy Paneer,Veg,M,1,299,29.9,24
10088,2025-02-07,21:20:00,1312,3,Raipur,Delivery,Cash,P010,Pepper Barbecue Chicken,Chicken,M,1,319,0,59
10088,2025-02-07,21:20:00,1312,3,Raipur,Delivery,Cash,P005,Farmhouse,Veg,L,1,449,0,45
10089,2025-08-20,21:26:00,1174,14,Nagpur,Delivery,Wallet,P005,Farmhouse,Veg,L,1,449,22.45,60
10090,2025-05-11,17:09:00,1352,15,Nagpur,Delivery,UPI,P002,Margherita,Classic,M,1,299,0,65
10091,2025-07-10,20:35:00,1031,10,Bilaspur,Dine-in,Cash,P006,Peppy Paneer,Veg,M,1,299,29.9,0
10092,2025-01-27,22:38:00,1160,6,Bhilai,Delivery,Card,P011,Pepper Barbecue Chicken,Chicken,L,1,469,0,40
10092,2025-01-27,22:38:00,1160,6,Bhilai,Delivery,Card,P004,Farmhouse,Veg,M,1,299,14.95,25
10093,2025-05-23,19:51:00,1220,14,Nagpur,Delivery,UPI,P001,Margherita,Classic,S,1,179,8.95,40
10093,2025-05-23,19:51:00,1220,14,Nagpur,Delivery,UPI,P004,Farmhouse,Veg,M,1,299,0,29
10093,2025-05-23,19:51:00,1220,14,Nagpur,Delivery,UPI,P014,Mexican Green Wave,Veg,M,1,299,0,54
10094,2025-12-03,17:09:00,1380,11,Bilaspur,Dine-in,UPI,P006,Peppy Paneer,Veg,M,1,299,0,0
10094,2025-12-03,17:09:00,1380,11,Bilaspur,Dine-in,UPI,P007,Peppy Paneer,Veg,L,1,449,22.45,0
10095,2025-06-09,20:49:00,1291,10,Bilaspur,Delivery,UPI,P003,Margherita,Classic,L,1,449,0,35
10095,2025-06-09,20:49:00,1291,10,Bilaspur,Delivery,UPI,P011,Pepper Barbecue Chicken,Chicken,L,1,469,46.9,60
10096,2025-08-06,18:28:00,1213,5,Bhilai,Delivery,UPI,P007,Peppy Paneer,Veg,L,1,449,44.9,51
10096,2025-08-06,18:28:00,1213,5,Bhilai,Delivery,UPI,P004,Farmhouse,Veg,M,1,299,14.95,20
